2020-02-23 23:47:20.280  INFO 10201 --- [main] i.g.j.registry.JHipsterRegistryApp       : The following profiles are active: composite,dev,swagger
2020-02-23 23:47:22.653  WARN 10201 --- [main] o.s.boot.actuate.endpoint.EndpointId     : Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2020-02-23 23:47:22.758  WARN 10201 --- [main] o.s.boot.actuate.endpoint.EndpointId     : Endpoint ID 'hystrix.stream' contains invalid characters, please migrate to a valid format.
2020-02-23 23:47:24.920 DEBUG 10201 --- [main] i.m.c.u.i.logging.InternalLoggerFactory  : Using SLF4J as the default logging framework
2020-02-23 23:48:37.622 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:48:37.623 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:48:42.623 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:48:42.624 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:48:47.625 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:48:47.626 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:48:52.626 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:48:52.627 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:48:57.628 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:48:57.628 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:02.629 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:02.630 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:07.630 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:07.631 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:12.632 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:12.632 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:17.633 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:17.634 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:22.635 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:22.635 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:27.636 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:27.637 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:32.637 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:32.638 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:37.639 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:37.640 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:42.641 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:42.641 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:47.642 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:47.643 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:52.644 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:52.644 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:49:57.645 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:49:57.645 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:02.646 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:02.647 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:07.647 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:07.648 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:12.650 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:12.651 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:17.652 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:17.652 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:22.653 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:22.653 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:27.654 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:27.656 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.service.ZuulUpdaterService       : Checking instance gatew:798add31f2b283f15867e2d58dc8dcfa - http://10.8.4.41:8080/ 
2020-02-23 23:50:27.658 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.service.ZuulUpdaterService       : Adding instance 'gatew:798add31f2b283f15867e2d58dc8dcfa' with URL: http://10.8.4.41:8080/
2020-02-23 23:50:27.661  INFO 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.service.ZuulUpdaterService       : Zuul routes have changed - refreshing the configuration
2020-02-23 23:50:27.662 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:28.657  WARN 10201 --- [XNIO-1 task-21] c.n.e.registry.AbstractInstanceRegistry  : DS: Registry: cancel failed because Lease is not registered for: GATEW/gatew:798add31f2b283f15867e2d58dc8dcfa
2020-02-23 23:50:28.659  WARN 10201 --- [TaskBatchingWorker-target_localhost-4] c.n.eureka.cluster.ReplicationTask       : The replication of task GATEW/gatew:798add31f2b283f15867e2d58dc8dcfa:Cancel@localhost failed with response code 404
2020-02-23 23:50:28.660  WARN 10201 --- [TaskBatchingWorker-target_localhost-4] c.netflix.eureka.cluster.PeerEurekaNode  : GATEW/gatew:798add31f2b283f15867e2d58dc8dcfa:Cancel@localhost: missing entry.
2020-02-23 23:50:32.662 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:32.663 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.service.ZuulUpdaterService       : Removing instance 'gatew:798add31f2b283f15867e2d58dc8dcfa'
2020-02-23 23:50:32.664  INFO 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.service.ZuulUpdaterService       : Zuul routes have changed - refreshing the configuration
2020-02-23 23:50:32.664 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:37.665 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:37.665 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:42.666 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:42.666 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:47.667 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:47.668 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:52.668 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:52.669 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:50:57.672 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:50:57.673 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:02.673 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:02.674 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:07.674 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:07.675 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:12.675 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:12.676 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:17.676 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:17.677 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:22.677 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:22.678 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:27.678 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:27.679 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:32.680 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:32.680 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:37.681 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:37.681 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:42.682 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:42.682 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:47.683 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:47.683 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:52.684 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:52.684 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:51:57.685 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:51:57.685 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:02.686 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:02.687 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:07.687 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:07.688 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:12.688 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:12.689 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:17.690 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:17.690 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:22.691 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:22.692 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:27.693 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:27.694 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:32.694 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:32.695 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:37.695 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:37.696 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:42.696 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:42.697 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:47.699 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:47.699 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:52.700 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:52.701 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:52:57.702 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:52:57.703 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:02.704 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:02.704 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:07.705 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:07.706 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:12.707 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:12.709 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:16.168  WARN 10201 --- [XNIO-1 task-22] o.s.c.n.zuul.web.ZuulHandlerMapping      : No routes found from RouteLocator
2020-02-23 23:53:17.710 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:17.710 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:22.711 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
